athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,plus_minus,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
DeWanna Bonner,Mercury,33,4-7,2-3,10-11,0,3,3,3,4,1,2,1,-7,20,TRUE,FALSE,FALSE,TRUE,24,869,D. Bonner,https://a.espncdn.com/i/headshots/wnba/players/full/869.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Sonja Petrovic,Mercury,21,1-4,0-2,0-0,1,1,2,2,1,0,0,3,-5,2,TRUE,FALSE,FALSE,TRUE,5,1106,S. Petrovic,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Brittney Griner,Mercury,32,5-12,0-0,3-6,1,1,2,3,0,7,2,3,-4,13,TRUE,FALSE,FALSE,TRUE,42,2490553,B. Griner,https://a.espncdn.com/i/headshots/wnba/players/full/2490553.png,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Diana Taurasi,Mercury,33,8-17,4-8,6-6,0,2,2,6,3,0,2,3,-6,26,TRUE,FALSE,FALSE,TRUE,3,585,D. Taurasi,https://a.espncdn.com/i/headshots/wnba/players/full/585.png,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Mistie McCray Bass,Mercury,8,1-1,0-0,0-0,0,0,0,0,0,0,1,2,-3,2,FALSE,FALSE,FALSE,FALSE,21,660,M. Bass,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Kelsey Bone,Mercury,8,1-3,0-0,0-0,0,1,1,0,0,0,0,3,-1,2,FALSE,FALSE,FALSE,FALSE,3,2491346,K. Bone,,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Lindsey Harding,Mercury,9,0-1,0-0,0-0,0,1,1,3,0,0,1,0,-5,0,FALSE,FALSE,FALSE,FALSE,10,2069374,L. Harding,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Marta Xargay,Mercury,24,4-8,3-5,4-4,0,3,3,5,0,0,3,6,+8,15,FALSE,FALSE,FALSE,FALSE,21,3888044,M. Xargay,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864431,2016,2,2016-07-10
Tamera Young,Sky,26,4-8,0-0,2-2,0,4,4,1,1,0,1,1,+6,10,TRUE,FALSE,FALSE,FALSE,1,819,T. Young,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Elena Delle Donne,Sky,36,7-15,2-5,3-4,3,6,9,2,1,2,0,4,+10,19,TRUE,FALSE,FALSE,TRUE,11,2491877,E. Delle Donne,https://a.espncdn.com/i/headshots/wnba/players/full/2491877.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Cheyenne Parker,Sky,17,1-4,0-0,0-0,2,3,5,2,0,0,1,4,+7,2,TRUE,FALSE,FALSE,FALSE,32,2529458,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Imani McGee-Stafford,Sky,24,4-5,0-0,4-5,6,7,13,1,0,2,3,4,+3,12,TRUE,FALSE,FALSE,TRUE,34,2984237,I. McGee-Stafford,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Jamierra Faulkner,Sky,19,4-7,3-3,0-0,0,1,1,7,1,0,5,1,0,11,TRUE,FALSE,FALSE,FALSE,21,2529603,J. Faulkner,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Erika de Souza,Sky,13,4-6,0-0,0-0,1,2,3,0,0,0,0,2,-3,8,FALSE,FALSE,FALSE,FALSE,14,2,E. de Souza,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Jessica Breland,Sky,1,0-0,0-0,0-0,0,0,0,0,0,0,2,0,-4,0,FALSE,FALSE,FALSE,FALSE,51,1002,J. Breland,https://a.espncdn.com/i/headshots/wnba/players/full/1002.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Cappie Pondexter,Sky,14,2-5,1-1,0-0,0,0,0,0,0,0,0,4,-1,5,FALSE,FALSE,FALSE,TRUE,25,685,C. Pondexter,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Allie Quigley,Sky,29,9-17,1-3,2-2,1,2,3,5,1,0,1,0,+2,21,FALSE,FALSE,FALSE,TRUE,14,764,A. Quigley,https://a.espncdn.com/i/headshots/wnba/players/full/764.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Courtney Vandersloot,Sky,21,3-7,1-1,5-6,0,5,5,7,3,0,1,2,+5,12,FALSE,FALSE,FALSE,TRUE,22,981,C. Vandersloot,https://a.espncdn.com/i/headshots/wnba/players/full/981.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864431,2016,2,2016-07-10
Monique Currie,Stars,26,7-17,0-0,3-3,2,4,6,1,3,0,2,3,-12,17,TRUE,FALSE,FALSE,TRUE,25,651,M. Currie,,Forward,F,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Alex Montgomery,Stars,13,1-5,1-4,0-0,0,2,2,0,1,0,0,1,-17,3,TRUE,FALSE,FALSE,FALSE,6,1006,A. Montgomery,,Forward,F,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Dearica Hamby,Stars,34,2-7,0-0,2-3,3,6,9,0,0,0,1,3,+4,6,TRUE,FALSE,FALSE,TRUE,5,2566106,D. Hamby,https://a.espncdn.com/i/headshots/wnba/players/full/2566106.png,Forward,F,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Jayne Appel-Marinelli,Stars,23,1-3,0-0,0-0,1,3,4,2,1,1,1,3,-11,2,TRUE,FALSE,FALSE,TRUE,32,954,J. Appel-Marinelli,,Center,C,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Moriah Jefferson,Stars,36,5-17,0-3,1-2,2,4,6,2,3,0,2,1,-11,11,TRUE,FALSE,FALSE,TRUE,,2998927,M. Jefferson,https://a.espncdn.com/i/headshots/wnba/players/full/2998927.png,Guard,G,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Haley McCloskey Peters,Stars,20,1-6,1-3,2-2,0,4,4,0,1,0,3,2,-1,5,FALSE,FALSE,FALSE,TRUE,17,2529125,H. Peters,,Forward,F,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Kayla Alexander,Stars,17,3-5,0-0,3-3,1,2,3,0,0,0,1,2,+1,9,FALSE,FALSE,FALSE,FALSE,40,2491232,K. Alexander,,Center,C,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Astou Ndour-Fall,Stars,3,0-1,0-0,0-0,0,0,0,0,0,1,0,1,-4,0,FALSE,FALSE,FALSE,FALSE,,3099025,A. Ndour-Fall,https://a.espncdn.com/i/headshots/wnba/players/full/3099025.png,Center,C,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Sydney Colson,Stars,25,5-6,0-1,2-2,0,1,1,3,3,0,2,1,0,12,FALSE,FALSE,FALSE,FALSE,51,1004,S. Colson,https://a.espncdn.com/i/headshots/wnba/players/full/1004.png,Guard,G,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Jazmon Gwathmey,Stars,4,0-1,0-0,0-0,0,0,0,0,0,0,0,0,+1,0,FALSE,FALSE,FALSE,FALSE,1,2568417,J. Gwathmey,,Guard,G,Stars,,17,SA,000000,400864407,2016,2,2016-07-10
Swin Cash,Liberty,16,1-3,0-0,2-2,1,2,3,1,0,1,3,0,+4,4,TRUE,FALSE,FALSE,TRUE,32,122,S. Cash,,Forward,F,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Tina Charles,Liberty,25,5-16,0-1,0-0,0,4,4,3,0,1,0,0,+6,10,TRUE,FALSE,FALSE,FALSE,31,918,T. Charles,https://a.espncdn.com/i/headshots/wnba/players/full/918.png,Center,C,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Carolyn Swords,Liberty,23,4-8,0-0,0-0,2,9,11,0,0,0,1,3,+6,8,TRUE,FALSE,FALSE,FALSE,4,982,C. Swords,,Center,C,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Tanisha Wright,Liberty,20,2-3,0-1,0-0,0,1,1,1,0,0,3,1,+7,4,TRUE,FALSE,FALSE,FALSE,30,618,T. Wright,,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Sugar Rodgers,Liberty,29,3-7,2-6,3-4,0,6,6,0,0,0,1,2,+1,11,TRUE,FALSE,FALSE,TRUE,14,2491197,S. Rodgers,,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Kiah Stokes,Liberty,18,2-4,0-0,4-6,2,6,8,1,2,0,0,2,+4,8,FALSE,FALSE,FALSE,TRUE,41,2590093,K. Stokes,https://a.espncdn.com/i/headshots/wnba/players/full/2590093.png,Center,C,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Amanda Zahui B.,Liberty,15,6-9,0-0,2-3,3,1,4,0,1,1,3,4,+4,14,FALSE,FALSE,FALSE,TRUE,,3007473,A. Zahui B.,https://a.espncdn.com/i/headshots/wnba/players/full/3007473.png,Center,C,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Shavonte Zellous,Liberty,21,2-5,0-1,6-6,0,1,1,2,1,0,0,0,+13,10,FALSE,FALSE,FALSE,FALSE,21,851,S. Zellous,https://a.espncdn.com/i/headshots/wnba/players/full/851.png,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Brittany Boyd-Jones,Liberty,20,3-5,0-0,0-0,0,2,2,4,1,0,2,0,+3,6,FALSE,FALSE,FALSE,TRUE,83,2566210,B. Boyd-Jones,,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Rebecca Allen,Liberty,14,0-5,0-1,0-0,1,0,1,1,2,1,1,2,+2,0,FALSE,FALSE,FALSE,FALSE,,3102133,R. Allen,https://a.espncdn.com/i/headshots/wnba/players/full/3102133.png,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,9,NY,0d79b9,400864407,2016,2,2016-07-10
Sancho Lyttle,Dream,35,7-17,0-0,3-4,7,7,14,3,2,0,2,2,0,17,TRUE,FALSE,FALSE,TRUE,31,609,S. Lyttle,,Forward,F,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Angel McCoughtry,Dream,32,8-14,4-5,6-6,1,5,6,2,3,3,1,3,+9,26,TRUE,FALSE,FALSE,TRUE,35,872,A. McCoughtry,https://a.espncdn.com/i/headshots/wnba/players/full/872.png,Forward,F,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Elizabeth Williams,Dream,36,4-12,0-0,2-2,3,4,7,2,2,3,2,2,+6,10,TRUE,FALSE,FALSE,TRUE,,2566081,E. Williams,https://a.espncdn.com/i/headshots/wnba/players/full/2566081.png,Center,C,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Tiffany Hayes,Dream,25,1-5,0-0,2-3,1,1,2,2,1,0,2,0,-4,4,TRUE,FALSE,FALSE,TRUE,15,1054,T. Hayes,https://a.espncdn.com/i/headshots/wnba/players/full/1054.png,Guard,G,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Layshia Clarendon,Dream,30,2-5,0-0,2-2,1,3,4,0,0,0,3,2,+3,6,TRUE,FALSE,FALSE,TRUE,,2490794,L. Clarendon,https://a.espncdn.com/i/headshots/wnba/players/full/2490794.png,Guard,G,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Reshanda Gray,Dream,4,0-0,0-0,0-0,0,1,1,0,0,0,1,0,-4,0,FALSE,FALSE,FALSE,FALSE,1,2566211,R. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2566211.png,Forward,F,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Rachel Hollivay,Dream,6,0-3,0-0,0-0,0,1,1,0,0,0,0,1,+4,0,FALSE,FALSE,FALSE,FALSE,55,2998939,R. Hollivay,,Center,C,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Matee Ajavon,Dream,12,1-4,0-1,1-2,0,2,2,2,1,0,1,5,+4,3,FALSE,FALSE,FALSE,FALSE,10,783,M. Ajavon,,Guard,G,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Carla Cortijo,Dream,10,0-2,0-0,1-2,0,0,0,0,2,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,8,2203512,C. Cortijo,,Guard,G,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Meighan Simmons,Dream,2,0-1,0-1,0-0,0,1,1,0,0,0,1,0,+1,0,FALSE,FALSE,FALSE,FALSE,0,2530103,M. Simmons,,Guard,G,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Bria Holmes,Dream,9,0-2,0-0,0-0,1,2,3,1,0,0,1,1,-4,0,FALSE,FALSE,FALSE,FALSE,32,2999140,B. Holmes,https://a.espncdn.com/i/headshots/wnba/players/full/2999140.png,Guard,G,Dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,20,ATL,d02030,400864404,2016,2,2016-07-10
Camille Little,Sun,24,2-5,0-1,0-0,0,1,1,2,3,0,1,3,-8,4,TRUE,FALSE,FALSE,TRUE,20,732,C. Little,,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Alyssa Thomas,Sun,32,8-12,0-0,3-4,1,3,4,0,3,0,2,2,0,19,TRUE,FALSE,FALSE,TRUE,25,2529140,A. Thomas,https://a.espncdn.com/i/headshots/wnba/players/full/2529140.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Jonquel Jones,Sun,7,0-1,0-0,0-0,0,0,0,0,0,1,1,1,0,0,TRUE,FALSE,FALSE,FALSE,,2999101,J. Jones,https://a.espncdn.com/i/headshots/wnba/players/full/2999101.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Jasmine Thomas,Sun,35,3-9,0-5,2-2,1,4,5,2,0,1,6,3,+1,8,TRUE,FALSE,FALSE,TRUE,5,1008,J. Thomas,https://a.espncdn.com/i/headshots/wnba/players/full/1008.png,Guard,G,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Alex Bentley,Sun,29,4-14,0-7,0-0,0,2,2,3,0,0,1,2,-13,8,TRUE,FALSE,FALSE,TRUE,20,2490773,A. Bentley,,Guard,G,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Shekinna Stricklen,Sun,8,1-2,1-2,2-2,0,2,2,1,0,0,0,1,+7,5,FALSE,FALSE,FALSE,FALSE,40,1110,S. Stricklen,https://a.espncdn.com/i/headshots/wnba/players/full/1110.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Kelly Faris,Sun,3,0-1,0-0,0-0,0,0,0,0,0,0,0,1,-5,0,FALSE,FALSE,FALSE,FALSE,22,2491192,K. Faris,,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Chiney Ogwumike,Sun,33,5-8,0-0,1-2,2,3,5,2,3,3,0,4,-3,11,FALSE,FALSE,FALSE,TRUE,13,2529950,C. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/2529950.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Morgan Tuck,Sun,16,1-5,0-3,0-0,0,3,3,1,0,0,1,0,+5,2,FALSE,FALSE,FALSE,FALSE,3,2998929,M. Tuck,,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Courtney Williams,Sun,13,3-9,0-1,0-0,1,1,2,1,1,0,0,1,+1,6,FALSE,FALSE,FALSE,FALSE,,2987891,C. Williams,https://a.espncdn.com/i/headshots/wnba/players/full/2987891.png,Guard,G,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864404,2016,2,2016-07-10
Karima Christmas-Kelly,Wings,26,1-6,1-3,1-2,1,3,4,1,0,1,1,1,-35,4,TRUE,FALSE,FALSE,FALSE,0,1003,K. Christmas-Kelly,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Aerial Powers,Wings,28,1-9,1-2,6-6,0,1,1,1,1,0,1,2,-25,9,TRUE,FALSE,FALSE,TRUE,3,2999035,A. Powers,https://a.espncdn.com/i/headshots/wnba/players/full/2999035.png,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Courtney Paris,Wings,16,4-6,0-0,0-0,1,5,6,1,1,1,0,3,-17,8,TRUE,FALSE,FALSE,FALSE,3,842,C. Paris,,Center,C,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Skylar Diggins-Smith,Wings,19,0-3,0-1,0-2,0,0,0,1,0,0,1,1,-24,0,TRUE,FALSE,FALSE,FALSE,4,2491205,S. Diggins-Smith,https://a.espncdn.com/i/headshots/wnba/players/full/2491205.png,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Odyssey Sims,Wings,24,2-15,1-6,3-3,2,1,3,2,0,0,0,1,-34,8,TRUE,FALSE,FALSE,FALSE,1,2529047,O. Sims,https://a.espncdn.com/i/headshots/wnba/players/full/2529047.png,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Jordan Hooper,Wings,18,3-9,2-7,0-0,0,0,0,0,0,0,1,0,-10,8,FALSE,FALSE,FALSE,TRUE,35,2529078,J. Hooper,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Theresa Plaisance,Wings,23,2-8,1-4,0-0,1,2,3,0,1,0,1,3,-11,5,FALSE,FALSE,FALSE,TRUE,55,2530082,T. Plaisance,https://a.espncdn.com/i/headshots/wnba/players/full/2530082.png,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Ruth Hamblin,Wings,15,1-4,0-0,1-1,3,1,4,1,0,1,0,1,-11,3,FALSE,FALSE,FALSE,TRUE,44,2999038,R. Hamblin,,Center,C,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Erin Phillips,Wings,17,3-6,2-4,1-2,0,2,2,2,1,0,4,1,-16,9,FALSE,FALSE,FALSE,FALSE,31,678,E. Phillips,,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Brianna Kiesel,Wings,13,0-3,0-2,2-2,0,2,2,2,1,0,1,1,-2,2,FALSE,FALSE,FALSE,TRUE,3,2566479,B. Kiesel,,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864402,2016,2,2016-07-10
Rebekkah Brunson,Lynx,19,4-6,0-0,0-1,0,3,3,2,1,0,0,1,+20,8,TRUE,FALSE,FALSE,FALSE,32,571,R. Brunson,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Maya Moore,Lynx,25,4-10,1-5,3-4,1,4,5,7,0,1,1,1,+30,12,TRUE,FALSE,FALSE,FALSE,23,956,M. Moore,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Sylvia Fowles,Lynx,21,5-8,0-0,4-7,3,7,10,3,1,3,2,3,+19,14,TRUE,FALSE,FALSE,FALSE,34,766,S. Fowles,https://a.espncdn.com/i/headshots/wnba/players/full/766.png,Center,C,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Jia Perkins,Lynx,31,6-12,0-4,0-0,0,9,9,4,0,0,1,2,+22,12,TRUE,FALSE,FALSE,TRUE,7,537,J. Perkins,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Lindsay Whalen,Lynx,26,11-13,0-0,0-0,0,7,7,5,0,0,1,2,+31,22,TRUE,FALSE,FALSE,FALSE,13,545,L. Whalen,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Keisha Hampton,Lynx,16,2-6,1-2,0-0,1,1,2,0,1,1,1,1,+9,5,FALSE,FALSE,FALSE,TRUE,24,2325312,K. Hampton,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Natasha Howard,Lynx,21,5-7,0-0,2-4,2,7,9,1,2,0,0,3,+17,12,FALSE,FALSE,FALSE,TRUE,,2529130,N. Howard,https://a.espncdn.com/i/headshots/wnba/players/full/2529130.png,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Bashaara Graves,Lynx,4,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-6,0,FALSE,FALSE,FALSE,TRUE,12,2991969,B. Graves,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Janel McCarville,Lynx,14,0-4,0-1,1-2,2,2,4,3,1,0,1,1,+24,1,FALSE,FALSE,FALSE,FALSE,4,642,J. McCarville,,Center,C,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Renee Montgomery,Lynx,21,3-9,1-5,0-0,1,1,2,3,0,0,1,2,+19,7,FALSE,FALSE,FALSE,TRUE,21,865,R. Montgomery,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864402,2016,2,2016-07-10
Tamika Catchings,Fever,23,3-11,0-2,3-3,2,4,6,2,1,0,2,1,+15,9,TRUE,FALSE,FALSE,FALSE,24,125,T. Catchings,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Erlana Larkins,Fever,29,6-8,0-0,1-2,4,6,10,2,1,0,1,2,+11,13,TRUE,FALSE,FALSE,FALSE,2,803,E. Larkins,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Lynetta Kizer,Fever,19,5-8,0-0,0-0,0,1,1,1,1,0,2,2,+17,10,TRUE,FALSE,FALSE,FALSE,12,1051,L. Kizer,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Briann January,Fever,26,4-8,1-1,4-4,0,2,2,3,6,0,1,2,+15,13,TRUE,FALSE,FALSE,FALSE,20,860,B. January,https://a.espncdn.com/i/headshots/wnba/players/full/860.png,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Erica Wheeler,Fever,28,4-11,1-2,0-0,1,3,4,2,0,0,0,3,+15,9,TRUE,FALSE,FALSE,FALSE,17,2491214,E. Wheeler,https://a.espncdn.com/i/headshots/wnba/players/full/2491214.png,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Devereaux Peters,Fever,12,3-5,0-0,0-0,0,0,0,1,2,0,0,1,-1,6,FALSE,FALSE,FALSE,FALSE,14,1101,D. Peters,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Natalie Achonwa,Fever,7,1-1,0-0,0-0,0,1,1,0,0,0,0,1,+3,2,FALSE,FALSE,FALSE,TRUE,11,2529203,N. Achonwa,https://a.espncdn.com/i/headshots/wnba/players/full/2529203.png,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
Marissa Coleman,Fever,4,0-0,0-0,0-0,0,0,0,1,1,0,2,0,0,0,FALSE,FALSE,FALSE,TRUE,0,835,M. Coleman,,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864399,2016,2,2016-07-09
